,ID Cliente,Abandono,Género,Adulto mayor,Con pareja,Dependientes,Antigüedad,Servicio Telefónico,Líneas Múltiples,Servicio de Internet,Seguridad Online,Copia de Seguridad Online,Protección Dispositivo,Soporte Técnico,Streaming TV,Streaming Películas,Tipo de contrato,Facturación Sin Papel,Método de Pago,Cargos Mensuales,Cargos Totales,Cargos Diarios,Numero de Servicios
1119,1580-BMCMR,No,Masculino,Sí,No,No,19,Sí,0,Fibra óptica,1,0,0,0,0,1,Mensual,Sí,Cheque electrónico,87.3,1637.3,2.9099999999999997,4
1120,1582-RAFML,Sí,Masculino,No,No,No,1,Sí,1,DSL,0,1,0,1,0,0,Mensual,No,Cheque por correo,60.1,60.1,2.0033333333333334,5
1121,1583-IHQZE,Sí,Masculino,No,No,No,12,Sí,1,Fibra óptica,0,1,1,1,1,1,Mensual,Sí,Cheque por correo,112.95,1384.75,3.765,8
1122,1585-MQSSU,Sí,Masculino,No,No,No,17,Sí,0,DSL,0,0,0,1,0,0,Mensual,No,Cheque por correo,51.5,900.5,1.7166666666666666,3
1123,1587-FKLZB,Sí,Masculino,Sí,Sí,Sí,66,Sí,1,Fibra óptica,0,0,1,0,1,1,Mensual,Sí,Tarjeta de crédito (automático),99.5,6822.15,3.316666666666667,6
1124,1589-AGTLK,Sí,Masculino,No,No,No,3,Sí,0,DSL,0,0,0,0,0,0,Mensual,Sí,Cheque electrónico,45.35,141.5,1.5116666666666667,2
1125,1591-MQJTP,No,Masculino,Sí,Sí,No,51,Sí,1,Fibra óptica,1,0,1,0,0,1,Anual,Sí,Transferencia bancaria (automática),93.65,4839.15,3.121666666666667,6
1126,1591-NFNLQ,Sí,Masculino,No,No,No,51,Sí,1,Fibra óptica,0,0,1,0,0,0,Mensual,No,Tarjeta de crédito (automático),80.0,4242.35,2.6666666666666665,4
1127,1591-XWLGB,No,Femenino,No,Sí,No,71,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Semestral,No,Tarjeta de crédito (automático),19.85,1379.6,0.6616666666666667,1
1128,1596-BBVTG,Sí,Masculino,No,No,No,35,Sí,1,Fibra óptica,0,0,0,0,0,0,Mensual,No,Tarjeta de crédito (automático),75.35,2636.05,2.5116666666666663,3
1129,1596-OQSPS,No,Femenino,No,No,No,11,Sí,0,DSL,0,1,0,0,0,0,Mensual,No,Cheque electrónico,51.1,531.15,1.7033333333333334,3
1130,1597-FZREH,Sí,Femenino,No,No,No,2,Sí,0,DSL,0,0,1,1,1,1,Mensual,No,Cheque electrónico,76.4,160.8,2.546666666666667,6
1131,1597-LHYNC,Sí,Femenino,Sí,No,No,26,Sí,1,Fibra óptica,1,1,0,0,0,1,Mensual,Sí,Cheque electrónico,95.0,2497.2,3.1666666666666665,6
1132,1599-EAHXY,No,Masculino,No,Sí,Sí,60,Sí,1,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Anual,No,Tarjeta de crédito (automático),23.95,1506.4,0.7983333333333333,2
1133,1599-MMYRQ,No,Masculino,No,Sí,Sí,62,Sí,0,Fibra óptica,1,1,0,0,0,0,Anual,Sí,Tarjeta de crédito (automático),81.45,4983.05,2.7150000000000003,4
1134,1600-DILPE,No,Femenino,No,No,No,12,Sí,0,DSL,0,0,0,0,0,0,Mensual,Sí,Transferencia bancaria (automática),45.0,524.35,1.5,2
1135,1602-IJQQE,Sí,Femenino,No,No,No,4,Sí,1,Fibra óptica,0,0,0,0,0,0,Mensual,No,Cheque electrónico,75.35,338.1,2.5116666666666663,3
1136,1608-GMEWB,No,Masculino,Sí,No,No,45,Sí,1,Fibra óptica,0,0,0,0,1,1,Mensual,Sí,Transferencia bancaria (automática),93.9,4200.25,3.1300000000000003,5
1137,1612-EOHDH,Sí,Femenino,No,No,No,1,Sí,0,DSL,0,0,0,0,0,0,Mensual,No,Cheque electrónico,45.15,45.15,1.505,2
1138,1614-JBEBI,No,Femenino,No,No,No,8,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Mensual,Sí,Cheque por correo,20.7,137.6,0.69,1
1139,1618-CFHME,Sí,Femenino,No,No,No,2,Sí,1,Fibra óptica,0,0,0,0,0,0,Mensual,Sí,Cheque electrónico,75.9,143.35,2.5300000000000002,3
1140,1619-YWUBB,No,Femenino,No,Sí,No,68,Sí,1,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Semestral,Sí,Tarjeta de crédito (automático),24.95,1614.9,0.8316666666666667,2
1141,1621-YNCJH,No,Femenino,No,Sí,No,36,Sí,1,Fibra óptica,1,1,1,1,0,1,Semestral,Sí,Tarjeta de crédito (automático),106.05,3834.4,3.5349999999999997,8
1142,1622-HSHSF,No,Femenino,No,No,No,1,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Mensual,Sí,Cheque por correo,19.55,19.55,0.6516666666666667,1
1143,1623-NLDOT,Sí,Femenino,No,Sí,No,42,No,Sin servicio telefónico,DSL,0,1,0,1,0,0,Anual,No,Cheque por correo,33.55,1445.3,1.1183333333333332,3
1144,1624-NALOJ,Sí,Masculino,Sí,No,No,5,Sí,1,Fibra óptica,0,1,0,0,0,1,Mensual,Sí,Cheque electrónico,89.8,502.6,2.993333333333333,5
1145,1624-WOIWJ,Sí,Femenino,No,No,No,10,Sí,0,Fibra óptica,1,0,0,0,1,0,Mensual,Sí,Cheque por correo,84.7,832.05,2.8233333333333333,4
1146,1625-JAIIY,Sí,Femenino,No,Sí,Sí,68,Sí,1,Fibra óptica,0,0,0,0,1,0,Anual,Sí,Cheque electrónico,83.0,5685.8,2.7666666666666666,4
1147,1626-ERCMM,Sí,Masculino,Sí,Sí,No,20,Sí,1,Fibra óptica,0,0,0,0,1,1,Mensual,Sí,Cheque electrónico,94.55,1899.65,3.1516666666666664,5
1148,1627-AFWVJ,No,Femenino,No,No,No,29,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Semestral,No,Cheque por correo,19.4,554.25,0.6466666666666666,1
1149,1628-BIZYP,No,Masculino,No,No,No,1,Sí,0,Fibra óptica,0,1,0,0,0,1,Mensual,Sí,Cheque electrónico,85.0,85.0,2.8333333333333335,4
1150,1629-DQQVB,No,Femenino,No,No,No,14,Sí,0,DSL,1,0,0,0,0,0,Mensual,No,Transferencia bancaria (automática),50.1,709.5,1.6700000000000002,3
1151,1635-FJFCC,No,Femenino,No,No,No,5,Sí,0,DSL,0,0,0,0,0,0,Mensual,Sí,Tarjeta de crédito (automático),44.05,202.15,1.4683333333333333,2
1152,1635-HDGFT,No,Femenino,No,No,Sí,19,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Semestral,No,Cheque por correo,20.5,398.55,0.6833333333333333,1
1153,1635-NZATJ,No,Masculino,Sí,Sí,No,71,Sí,1,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Semestral,No,Tarjeta de crédito (automático),25.45,1789.65,0.8483333333333333,2
1154,1636-NTNCO,No,Masculino,Sí,No,No,4,No,Sin servicio telefónico,DSL,0,1,0,0,1,1,Mensual,Sí,Tarjeta de crédito (automático),50.95,207.35,1.6983333333333335,4
1155,1640-PLFMP,No,Femenino,No,No,No,1,Sí,0,Fibra óptica,0,0,0,0,0,0,Mensual,Sí,Cheque electrónico,70.25,70.25,2.341666666666667,2
1156,1641-BYBTK,No,Masculino,No,No,Sí,6,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Mensual,Sí,Cheque por correo,20.2,98.35,0.6733333333333333,1
1157,1641-RQDAY,No,Femenino,Sí,Sí,Sí,32,Sí,1,Fibra óptica,0,1,0,0,1,1,Mensual,Sí,Cheque electrónico,100.4,3217.65,3.3466666666666667,6
1158,1642-HMARX,No,Femenino,No,Sí,No,68,Sí,1,DSL,1,1,1,1,1,1,Semestral,Sí,Cheque electrónico,91.7,6424.7,3.0566666666666666,9
1159,1644-IRKSF,Sí,Femenino,No,Sí,Sí,33,Sí,0,Fibra óptica,0,0,1,0,1,1,Anual,Sí,Cheque electrónico,93.8,3124.5,3.1266666666666665,5
1161,1656-DRSMG,No,Femenino,No,No,No,63,Sí,1,Fibra óptica,0,1,1,1,1,1,Mensual,Sí,Tarjeta de crédito (automático),109.85,7002.95,3.6616666666666666,8
1162,1657-DYMBM,No,Masculino,No,Sí,No,53,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Semestral,No,Tarjeta de crédito (automático),19.9,1110.05,0.6633333333333333,1
1163,1658-BYGOY,Sí,Masculino,Sí,No,No,18,Sí,1,Fibra óptica,0,0,0,0,1,1,Mensual,Sí,Cheque electrónico,95.45,1752.55,3.1816666666666666,5
1164,1658-TJVOA,No,Femenino,Sí,No,No,6,Sí,0,Fibra óptica,1,0,0,0,0,0,Mensual,Sí,Cheque electrónico,74.1,450.9,2.4699999999999998,3
1165,1658-XUHBX,No,Femenino,Sí,Sí,Sí,59,Sí,1,Fibra óptica,0,0,1,0,0,1,Mensual,Sí,Tarjeta de crédito (automático),88.75,5348.65,2.9583333333333335,5
1166,1660-HSOOQ,Sí,Masculino,No,No,No,1,Sí,0,DSL,0,0,1,0,0,0,Mensual,Sí,Cheque por correo,49.65,49.65,1.655,3
1167,1661-CZBAU,No,Masculino,No,No,No,48,Sí,1,DSL,1,0,0,1,0,1,Anual,Sí,Transferencia bancaria (automática),70.95,3629.2,2.365,6
1168,1663-MHLHE,No,Masculino,No,No,No,1,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Mensual,No,Cheque por correo,19.2,19.2,0.64,1
1169,1666-JXLKU,No,Femenino,No,No,No,37,Sí,1,Fibra óptica,0,0,1,0,1,1,Mensual,Sí,Cheque electrónico,100.05,3810.55,3.335,6
1170,1666-JZPZT,No,Masculino,No,No,No,27,Sí,1,DSL,0,0,0,0,0,0,Mensual,No,Cheque por correo,49.0,1291.35,1.6333333333333333,3
1171,1670-SVOWZ,Sí,Femenino,No,Sí,Sí,14,Sí,0,Fibra óptica,0,1,0,1,0,1,Mensual,Sí,Tarjeta de crédito (automático),89.65,1208.35,2.9883333333333337,5
1173,1676-MQAOA,No,Masculino,No,No,No,72,Sí,0,DSL,1,1,1,1,1,0,Semestral,Sí,Transferencia bancaria (automática),75.1,5336.35,2.503333333333333,7
1174,1678-FYZOW,Sí,Femenino,No,No,No,3,Sí,0,Fibra óptica,0,0,0,0,1,0,Mensual,Sí,Cheque electrónico,79.4,244.65,2.646666666666667,3
1175,1679-JRFBR,No,Femenino,No,Sí,Sí,70,Sí,1,Fibra óptica,1,1,1,0,1,1,Anual,Sí,Tarjeta de crédito (automático),108.15,7930.55,3.605,8
1176,1680-VDCWW,No,Masculino,No,Sí,No,12,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Anual,No,Transferencia bancaria (automática),19.8,202.25,0.66,1
1177,1682-VCOIO,No,Masculino,No,No,No,23,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Anual,No,Cheque por correo,20.45,481.1,0.6816666666666666,1
1178,1684-FLBGS,No,Femenino,No,Sí,Sí,23,Sí,1,DSL,0,1,0,1,1,0,Mensual,Sí,Tarjeta de crédito (automático),69.5,1652.1,2.316666666666667,6
1179,1685-BQULA,No,Femenino,No,No,No,40,Sí,1,Fibra óptica,0,1,1,0,1,0,Mensual,Sí,Transferencia bancaria (automática),93.4,3756.4,3.1133333333333337,6
1180,1685-VAYJF,No,Masculino,No,No,No,11,Sí,0,DSL,0,0,0,0,0,0,Mensual,No,Tarjeta de crédito (automático),45.2,492.0,1.5066666666666668,2
1181,1686-STUHN,No,Masculino,No,No,No,42,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Anual,No,Transferencia bancaria (automática),19.8,849.9,0.66,1
1182,1689-MRZQR,Sí,Masculino,No,Sí,Sí,34,Sí,0,Fibra óptica,0,0,0,0,1,0,Mensual,No,Cheque electrónico,78.3,2564.3,2.61,3
1183,1689-YQBYY,No,Femenino,No,No,Sí,12,Sí,1,Fibra óptica,0,0,0,0,0,0,Mensual,Sí,Cheque electrónico,76.6,893.0,2.5533333333333332,3
1184,1696-HXOWK,No,Femenino,No,Sí,No,71,Sí,1,Fibra óptica,1,1,0,0,1,0,Anual,No,Cheque por correo,95.65,6856.95,3.1883333333333335,6
1185,1696-MZVAU,No,Masculino,No,Sí,Sí,39,No,Sin servicio telefónico,DSL,0,0,0,0,0,0,Anual,Sí,Tarjeta de crédito (automático),25.25,947.75,0.8416666666666667,1
1186,1697-BCSHV,No,Femenino,No,Sí,Sí,58,Sí,1,DSL,0,1,0,0,1,0,Mensual,Sí,Transferencia bancaria (automática),66.8,3970.4,2.2266666666666666,5
1187,1697-LYYYX,No,Femenino,No,Sí,Sí,61,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Anual,No,Tarjeta de crédito (automático),19.1,1143.8,0.6366666666666667,1
1188,1697-NVVGY,No,Masculino,Sí,Sí,No,19,Sí,0,DSL,1,0,1,0,1,0,Mensual,No,Transferencia bancaria (automática),66.4,1286.05,2.2133333333333334,5
1189,1698-XFZCI,No,Masculino,No,No,No,61,Sí,1,Fibra óptica,1,1,1,0,1,1,Anual,Sí,Cheque electrónico,107.75,6521.9,3.591666666666667,8
1190,1699-HPSBG,Sí,Masculino,No,No,No,12,Sí,0,DSL,0,0,0,1,1,0,Anual,Sí,Cheque electrónico,59.8,727.8,1.9933333333333332,4
1191,1699-TLDLZ,No,Femenino,No,Sí,Sí,16,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Semestral,No,Cheque por correo,19.7,301.55,0.6566666666666666,1
1192,1699-UOTXU,No,Masculino,No,No,No,60,Sí,0,DSL,1,1,1,0,0,0,Semestral,No,Cheque electrónico,61.4,3638.25,2.0466666666666664,5
1193,1702-CCFNJ,No,Masculino,No,Sí,No,52,Sí,1,DSL,0,1,0,1,0,0,Mensual,No,Transferencia bancaria (automática),61.35,3169.55,2.045,5
1194,1703-MGIAB,No,Femenino,No,No,No,17,Sí,1,DSL,0,0,1,1,1,0,Mensual,Sí,Cheque por correo,69.0,1108.0,2.3,6
1195,1704-NRWYE,Sí,Femenino,Sí,No,No,9,Sí,0,Fibra óptica,0,0,0,0,1,0,Mensual,Sí,Cheque electrónico,80.85,751.65,2.695,3
1196,1705-GUHPV,No,Femenino,No,No,No,63,Sí,1,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Semestral,No,Cheque por correo,24.2,1618.2,0.8066666666666666,2
1197,1707-HABPF,No,Femenino,Sí,No,No,46,Sí,0,Fibra óptica,0,1,1,0,1,0,Anual,Sí,Transferencia bancaria (automática),91.3,4126.35,3.0433333333333334,5
1198,1708-PBBOA,No,Femenino,No,No,No,42,No,Sin servicio telefónico,DSL,1,1,1,1,0,1,Anual,Sí,Cheque electrónico,54.75,2348.45,1.825,6
1199,1709-EJDOX,No,Femenino,No,Sí,Sí,47,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Semestral,No,Cheque por correo,19.75,948.9,0.6583333333333333,1
1200,1710-RCXUS,No,Masculino,No,Sí,No,51,Sí,1,Fibra óptica,0,1,0,0,0,1,Anual,Sí,Tarjeta de crédito (automático),90.35,4614.55,3.0116666666666663,5
1201,1716-LSAMB,No,Masculino,No,Sí,Sí,45,Sí,0,DSL,1,0,0,1,0,0,Semestral,No,Transferencia bancaria (automática),54.65,2553.7,1.8216666666666665,4
1202,1722-LDZJS,No,Masculino,No,Sí,Sí,53,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Anual,No,Tarjeta de crédito (automático),20.2,1068.15,0.6733333333333333,1
1203,1723-HKXJQ,Sí,Masculino,No,No,No,42,Sí,1,Fibra óptica,0,1,0,0,1,1,Mensual,Sí,Cheque electrónico,101.75,4273.45,3.3916666666666666,6
1204,1724-BQUHA,Sí,Masculino,Sí,No,No,5,Sí,0,Fibra óptica,0,0,0,0,1,1,Mensual,Sí,Cheque electrónico,89.5,477.7,2.9833333333333334,4
1205,1724-IQWNM,No,Masculino,No,No,Sí,1,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Mensual,Sí,Cheque por correo,19.3,19.3,0.6433333333333333,1
1206,1725-IQNIY,Sí,Masculino,No,Sí,No,54,Sí,0,Fibra óptica,1,1,1,1,1,1,Semestral,No,Transferencia bancaria (automática),109.75,6110.2,3.658333333333333,8
1207,1725-MIMXW,Sí,Masculino,No,No,Sí,1,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Mensual,Sí,Cheque por correo,19.45,19.45,0.6483333333333333,1
1208,1728-BQDMA,No,Femenino,No,No,No,2,Sí,0,DSL,0,0,0,0,0,0,Mensual,No,Cheque electrónico,44.45,82.7,1.4816666666666667,2
1209,1728-CXQBE,No,Masculino,Sí,Sí,No,64,Sí,1,Fibra óptica,0,1,1,0,0,1,Mensual,Sí,Cheque electrónico,94.25,6081.4,3.1416666666666666,6
1210,1729-VLAZJ,No,Femenino,No,No,Sí,10,No,Sin servicio telefónico,DSL,1,1,0,1,0,0,Anual,No,Cheque por correo,40.25,411.45,1.3416666666666666,4
1211,1730-VFMWO,No,Femenino,No,Sí,No,34,Sí,0,DSL,0,0,0,1,0,0,Mensual,No,Transferencia bancaria (automática),50.2,1815.3,1.6733333333333333,3
1212,1730-ZMAME,No,Femenino,Sí,No,No,32,Sí,0,Fibra óptica,0,0,0,0,0,1,Mensual,Sí,Cheque electrónico,79.5,2665.0,2.65,3
1213,1731-TVIUK,Sí,Femenino,No,No,No,4,Sí,1,Fibra óptica,0,1,0,1,0,1,Mensual,Sí,Cheque electrónico,93.5,362.2,3.1166666666666667,6
1214,1732-FEKLD,No,Femenino,No,No,No,54,Sí,1,Fibra óptica,0,1,1,0,1,0,Anual,Sí,Transferencia bancaria (automática),94.75,5121.75,3.158333333333333,6
1215,1732-VHUBQ,Sí,Femenino,Sí,Sí,Sí,47,Sí,0,Fibra óptica,0,0,0,0,0,0,Mensual,No,Transferencia bancaria (automática),70.55,3309.25,2.3516666666666666,2
1216,1734-ZMNTZ,No,Femenino,No,Sí,Sí,11,Sí,1,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Semestral,No,Cheque por correo,25.0,300.7,0.8333333333333334,2
1217,1735-XMJVH,No,Masculino,No,Sí,Sí,8,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Mensual,Sí,Cheque por correo,19.35,152.6,0.645,1
1219,1740-CSDJP,Sí,Masculino,No,No,No,1,No,Sin servicio telefónico,DSL,0,0,0,0,0,1,Mensual,Sí,Transferencia bancaria (automática),35.25,35.25,1.175,2
1220,1741-WTPON,No,Masculino,No,Sí,Sí,56,Sí,1,Fibra óptica,1,1,1,1,1,1,Semestral,No,Cheque por correo,115.85,6567.9,3.8616666666666664,9
1221,1744-JHKYS,No,Femenino,No,Sí,No,34,Sí,1,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Mensual,No,Cheque electrónico,24.7,780.2,0.8233333333333334,2
1222,1746-TGTWV,No,Masculino,No,Sí,No,1,Sí,0,Fibra óptica,0,0,1,0,0,0,Mensual,No,Tarjeta de crédito (automático),75.35,75.35,2.5116666666666663,3
1223,1750-CSKKM,Sí,Masculino,No,No,Sí,9,Sí,0,DSL,0,0,0,0,1,0,Mensual,No,Cheque electrónico,55.35,449.75,1.845,3
1224,1751-NCDLI,No,Masculino,Sí,Sí,No,46,Sí,1,Fibra óptica,0,0,1,0,1,1,Mensual,Sí,Cheque electrónico,98.85,4564.9,3.295,6
1225,1752-OZXFY,No,Masculino,No,Sí,No,60,Sí,0,DSL,1,0,0,0,1,0,Anual,Sí,Cheque por correo,59.8,3561.15,1.9933333333333332,4
1226,1754-GKYPY,No,Masculino,Sí,Sí,No,22,Sí,0,Fibra óptica,0,0,0,0,1,1,Mensual,Sí,Transferencia bancaria (automática),89.75,1938.9,2.9916666666666667,4
1227,1755-FZQEC,No,Masculino,No,No,No,39,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Anual,No,Cheque por correo,19.9,791.15,0.6633333333333333,1
1228,1755-RMCXH,No,Masculino,No,Sí,Sí,2,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Mensual,No,Cheque por correo,20.3,40.25,0.6766666666666666,1
1229,1757-TCATG,No,Masculino,No,Sí,Sí,35,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Anual,No,Transferencia bancaria (automática),20.05,746.75,0.6683333333333333,1
1230,1760-CAZHT,No,Masculino,No,No,Sí,25,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Mensual,No,Cheque por correo,20.8,460.2,0.6933333333333334,1
1231,1761-AEZZR,Sí,Masculino,No,No,No,1,Sí,0,Fibra óptica,0,0,0,0,1,0,Mensual,Sí,Cheque electrónico,79.55,79.55,2.6516666666666664,3
1232,1763-KUAAW,No,Femenino,Sí,No,No,18,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Anual,No,Transferencia bancaria (automática),20.35,369.6,0.6783333333333333,1
1233,1763-WQFUK,No,Masculino,No,No,No,3,Sí,0,DSL,0,0,0,1,0,0,Mensual,Sí,Cheque por correo,50.5,147.75,1.6833333333333333,3
1234,1764-VUUMT,No,Masculino,No,No,Sí,66,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Semestral,No,Tarjeta de crédito (automático),19.95,1269.1,0.6649999999999999,1
1235,1766-GKNMI,No,Masculino,No,No,No,29,Sí,1,Fibra óptica,0,0,0,0,0,1,Mensual,Sí,Cheque electrónico,84.9,2516.2,2.83,4
1237,1767-CJKBA,No,Masculino,No,No,No,66,Sí,1,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Semestral,No,Cheque por correo,25.1,1697.7,0.8366666666666667,2
1238,1767-TGTKO,No,Femenino,No,Sí,Sí,8,Sí,0,DSL,0,0,0,0,0,0,Mensual,Sí,Cheque electrónico,45.45,411.75,1.5150000000000001,2
1239,1768-HNVGJ,No,Femenino,Sí,No,No,45,Sí,1,DSL,1,0,0,1,0,1,Mensual,Sí,Cheque electrónico,70.05,3062.45,2.335,6
1240,1768-ZAIFU,Sí,Femenino,Sí,No,No,1,No,Sin servicio telefónico,DSL,0,0,0,0,0,0,Mensual,Sí,Cheque electrónico,25.2,25.2,0.84,1
1241,1769-GRUIK,No,Femenino,No,No,No,18,Sí,0,Fibra óptica,0,0,0,0,0,0,Mensual,Sí,Cheque electrónico,71.1,1247.75,2.3699999999999997,2
1242,1771-OADNZ,Sí,Masculino,Sí,Sí,No,29,Sí,1,Fibra óptica,0,1,1,0,0,1,Mensual,Sí,Cheque electrónico,95.9,2745.2,3.1966666666666668,6
1243,1775-KWJKQ,No,Masculino,No,Sí,Sí,72,Sí,1,DSL,1,1,1,1,1,1,Semestral,No,Tarjeta de crédito (automático),89.85,6562.9,2.9949999999999997,9
1244,1776-SPBWV,No,Femenino,No,Sí,Sí,34,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Anual,Sí,Transferencia bancaria (automática),20.1,682.1,0.67,1
1245,1777-JYQPJ,No,Masculino,No,No,No,2,No,Sin servicio telefónico,DSL,0,0,0,0,0,0,Mensual,No,Cheque por correo,24.3,38.45,0.81,1
1246,1779-PWPMG,No,Femenino,Sí,Sí,No,72,Sí,1,Fibra óptica,1,1,1,1,1,1,Semestral,Sí,Transferencia bancaria (automática),114.65,8333.95,3.8216666666666668,9
1247,1784-BXEFA,No,Femenino,No,No,No,10,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Mensual,Sí,Cheque por correo,20.55,187.35,0.685,1
1248,1784-EZDKJ,No,Masculino,No,Sí,No,51,Sí,1,Fibra óptica,0,1,1,0,1,1,Anual,Sí,Transferencia bancaria (automática),106.8,5498.8,3.56,7
1249,1785-BPHTP,No,Masculino,No,Sí,Sí,28,Sí,0,Fibra óptica,0,0,1,0,1,0,Mensual,No,Cheque electrónico,85.45,2289.9,2.8483333333333336,4
1250,1790-NESIO,No,Femenino,No,No,No,13,Sí,0,No,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Sin servicio de Internet,Semestral,Sí,Cheque por correo,20.4,261.3,0.6799999999999999,1
1251,1791-PQHBB,No,Femenino,No,No,Sí,2,Sí,0,DSL,1,0,0,0,0,1,Mensual,Sí,Tarjeta de crédito (automático),61.2,125.95,2.04,4
1252,1792-UXAFY,Sí,Femenino,Sí,No,No,17,Sí,0,Fibra óptica,0,1,1,0,1,0,Mensual,Sí,Cheque electrónico,89.15,1496.9,2.9716666666666667,5
1253,1794-HBQTJ,Sí,Femenino,No,No,No,1,Sí,0,DSL,1,0,0,0,0,0,Mensual,Sí,Tarjeta de crédito (automático),48.6,48.6,1.62,3
1254,1794-SWWKL,No,Masculino,No,Sí,Sí,15,Sí,1,DSL,0,0,1,1,0,0,Mensual,Sí,Transferencia bancaria (automática),59.65,867.1,1.9883333333333333,5
